Website,Title,Date,Author,Sentence,Code,Implicit/Explicit,Intent,Keywords
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers,"If three decadesof violent repression and despotic rule were kindling for the Egyptian revolution, social media was both a spark and an accelerant for the movement"," 5, Explicit, Positive, Keywords: Violent Repression, Despotic Rule, Egyptian Revolution, Social Media, Spark, Accelerant"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers,"
Did social media like Facebook and Twitter cause the revolution? No"," 5, Explicit, Negative, Keywords: Revolution, Social Media"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers," But these tools did speed up the process by helping to organize the revolutionaries, transmit their message to the world and galvanize international support"," 4, Explicit, Positive, Keywords: Organize, Message, World, Support"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers,"
""In the same way that pamphlets didn't cause the American Revolution, social media didn't cause the Egyptian revolution,"" said Sascha Meinrath, director of the New America Foundation's Open Technology Initiative"," 5, Implicit, Positive, Keywords: American Revolution, Egyptian Revolution, Social Media"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers," ""Social media have become the pamphlets of the 21st century, a way that people who are frustrated with the status quo can organize themselves and coordinate protest, and in the case of Egypt, revolution"," 5, Explicit, Positive, Keywords: Shut Down, Critical Access"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers,"""
It is a truism in political science that successful revolutions are born in the streets -- from the Boston Massacre of March 1770 and the storming of the Bastille in Paris in July 1789, to the streets of Cairo in January and February 2011"," 5, Explicit, Positive, Keywords: Revolution, Streets"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers, What has shocked most observers of the current Egyptian scene is the sheer speed with which the regime fell -- 18 days," 5, Explicit, Positive, Keywords: Speed, Regime, Fell"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers,"
And that's where modern communications technology has had the most potent impact"," 5, Implicit, Positive, Keywords: Communications Technology, Impact"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers,"
Rafat Ali, a social media expert and founder of PaidContent, said Facebook and Twitter played different roles in the uprising"," 4, Implicit, Positive, Keywords: Uprising, Facebook, Twitter"
www.wired.com,"Social Media Sparked, Accelerated Egypt's Revolutionary Fire",2011-02-11T19:56:28,Reece Rogers," Facebook helped to organize the activists inside the country, he said, while Twitter functioned to help get the message out to the broader world"," 4, Explicit, Positive, Keywords: Facebook, Twitter, Activists, Message"
